Spot Time,Spot Date,Spot Price,Expiration Date,Symbol,Intrinsic Value,Last,Chg,Bid,Ask,Volume,Open Int,Delta,Gamma,Vega,Theta,Contract High,Strike
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002C103.75,4.37,6,0.5,5.9,6.05,1051,523,0.7125,0.0398,0.0547,-0.1854,94.55,103.75
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002C105,3.12,5.1,0.35,5,5.25,3111,3513,0.6612,0.0434,0.0585,-0.1967,27.12,105
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002C106.25,1.87,4.33,0.24,4.2,4.4,2446,1574,0.6052,0.0463,0.0619,-0.2048,29.55,106.25
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002C107.5,0.62,3.6,0.2,3.55,3.7,10299,7077,0.5461,0.0487,0.0636,-0.2068,27.54,107.5
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002C108.75,0,2.92,0.11,2.88,3,9176,4146,0.4847,0.0495,0.0639,-0.2059,27.15,108.75
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002C110,0,2.35,0.02,2.3,2.41,31737,14005,0.4223,0.0494,0.0626,-0.1982,75.2,110
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002C111.25,0,1.83,-0.04,1.8,1.87,10189,6609,0.3606,0.048,0.06,-0.1859,24.43,111.25
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002C112.5,0,1.43,0.02,1.37,1.45,13930,16152,0.3008,0.0455,0.0558,-0.1688,23.1,112.5
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002C113.75,0,1.04,-0.11,1.04,1.09,5016,6057,0.2462,0.0416,0.0507,-0.1498,25.03,113.75
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002C115,0,0.79,-0.09,0.76,0.8,50678,20169,0.1975,0.037,0.0448,-0.1295,24.03,115
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016C106.25,1.87,6.63,0.73,6.2,6.35,557,7704,0.5818,0.0293,0.1037,-0.1189,29.21,106.25
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016C107,1.12,6.12,0.57,5.8,6,1378,1348,0.5594,0.0297,0.1047,-0.1199,9.11,107
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016C107.5,0.62,5.62,0.27,5.5,5.65,1280,9905,0.5445,0.0298,0.1053,-0.1206,29.19,107.5
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016C108,0.12,5.35,0.35,5.35,5.4,3215,5184,0.5294,0.0301,0.1057,-0.1203,8.55,108
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016C108.75,0,4.95,0.25,4.95,5.1,1897,4867,0.5069,0.0302,0.106,-0.1206,84,108.75
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016C109,0,4.85,0.25,4.8,4.9,2203,1589,0.4993,0.0302,0.106,-0.1204,7.55,109
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016C110,0,4.4,0.2,4.35,4.45,16058,58310,0.469,0.0304,0.1055,-0.1191,28.57,110
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016C111,0,3.98,0.23,3.9,4,2520,1534,0.439,0.0302,0.1048,-0.1175,6.55,111
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016C111.25,0,4,0.32,3.8,3.9,1480,6359,0.4311,0.0303,0.1045,-0.1165,80.5,111.25
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016C112,0,3.54,0.24,3.5,3.6,3022,2872,0.4087,0.0301,0.1033,-0.1146,6.33,112
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023C105,3.12,8.1,0.86,7,7.85,284,1168,0.6103,0.025,0.1171,-0.1018,21,105
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023C106,2.12,7.26,0.57,6.15,8.05,183,381,0.5846,0.0254,0.119,-0.1034,14.12,106
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023C107,1.12,7,0.72,5.85,6.9,743,896,0.5587,0.0259,0.1202,-0.104,13.3,107
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023C108,0.12,6.1,0.35,5.5,6.2,346,1179,0.5325,0.0262,0.1212,-0.1042,12.55,108
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023C109,0,5.7,0.35,5.5,5.7,428,925,0.5063,0.0264,0.1218,-0.1043,13.9,109
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023C110,0,5.15,0.22,5.05,5.25,3429,38899,0.4796,0.0266,0.1216,-0.1031,16.65,110
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023C111,0,4.74,0.34,4.05,5.4,783,1246,0.4535,0.0265,0.1209,-0.1023,12,111
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023C112,0,4.35,0.39,4.25,4.35,243,1435,0.4276,0.0263,0.1197,-0.101,12.2,112
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023C113,0,3.95,0.3,2.59,3.95,280,986,0.4016,0.0261,0.1181,-0.0988,9.7,113
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023C114,0,3.55,0.25,2,3.6,227,968,0.376,0.0258,0.1159,-0.0962,10.25,114
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030C105,3.12,8.55,0.4,8.45,9.45,465,958,0.6047,0.022,0.131,-0.0938,15.81,105
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030C106,2.12,8.05,0.45,7.3,8.85,150,815,0.5821,0.0224,0.1329,-0.0948,15.4,106
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030C107,1.12,7.6,0.45,7.45,7.6,892,742,0.5594,0.0225,0.134,-0.0963,14,107
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030C108,0.12,7,0.4,6.9,7.05,1097,1403,0.5365,0.0229,0.135,-0.096,16.3,108
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030C109,0,6.53,0.43,6.3,7.05,398,903,0.5134,0.0231,0.1353,-0.0958,13,109
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030C110,0,6,0.25,5.9,6.5,2176,6333,0.4902,0.0232,0.1357,-0.0953,14.72,110
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030C111,0,5.87,0.62,5.45,6,518,1077,0.4674,0.0232,0.135,-0.0949,11.7,111
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030C112,0,5.16,0.35,4.5,5.85,1104,2810,0.4449,0.0231,0.1342,-0.0941,11.05,112
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030C113,0,4.8,0.3,4.75,4.85,216,2157,0.4228,0.0229,0.1331,-0.0932,12.5,113
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030C114,0,4.3,0.15,4.25,5.05,1042,1488,0.3988,0.0229,0.1311,-0.0905,12.2,114
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120C103.75,4.37,10.9,0.25,10.9,11.3,54,4361,0.6186,0.0168,0.1628,-0.0768,32.94,103.75
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120C105,3.12,10.55,0.56,10.25,10.65,797,7505,0.5968,0.0171,0.1652,-0.0775,32.23,105
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120C106.25,1.87,9.95,0.61,9.6,10,812,1278,0.5748,0.0174,0.1672,-0.0783,29.33,106.25
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120C107.5,0.635,9.27,0.55,9.2,9.35,1315,6074,0.553,0.0175,0.1688,-0.0789,98.64,107.5
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120C108.75,0,8.75,0.59,8.55,8.75,778,1135,0.5306,0.0177,0.1699,-0.0789,28.91,108.75
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120C110,0,8.1,0.56,8,8.2,8369,23113,0.5085,0.0178,0.1702,-0.0788,30.38,110
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120C111.25,0,7.83,0.78,7.25,7.65,2333,2093,0.4864,0.0179,0.1702,-0.0785,28.05,111.25
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120C112.5,0,7.05,0.49,6.9,7.1,647,16292,0.4646,0.0179,0.1696,-0.0778,26.9,112.5
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120C113.75,0,6.7,0.6,6.25,6.6,420,2793,0.4432,0.0178,0.1686,-0.0772,25.2,113.75
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120C115,0,6,0.38,5.9,6.1,2460,64518,0.4211,0.0177,0.1671,-0.0759,26.9,115
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218C97.5,10.62,16,0.33,15.8,16.2,227,80633,0.7091,0.0133,0.1788,-0.0523,133.31,97.5
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218C100,8.12,14.4,0.7,14.2,14.6,701,109827,0.6724,0.0141,0.1883,-0.0546,37.7,100
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218C102.5,5.62,12.9,0.3,12.75,13.15,104,72007,0.6343,0.0148,0.1963,-0.0564,116.85,102.5
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218C105,3.12,11.95,1.15,11.4,11.65,287,116952,0.5954,0.0153,0.202,-0.058,35.55,105
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218C107.5,0.62,10.3,0.65,10.15,10.4,590,15009,0.5561,0.0157,0.2058,-0.0587,31.7,107.5
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218C110,0,9.1,0.5,8.95,9.2,2547,16030,0.5168,0.0159,0.2078,-0.0587,31.1,110
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218C112.5,0,8.05,0.6,7.9,8.1,262,33668,0.4775,0.016,0.2079,-0.0583,28.5,112.5
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218C115,0,7.05,0.4,6.95,7.1,1220,65844,0.4384,0.0159,0.2055,-0.0572,27.35,115
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218C117.5,0,6.2,0.42,6.05,6.2,741,30187,0.401,0.0157,0.2016,-0.0558,24.25,117.5
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218C120,0,5.35,0.35,5.25,5.4,2325,24824,0.3639,0.0154,0.1958,-0.0537,24.1,120
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002P103.75,0,1.58,-0.66,1.55,1.6,4500,2676,-0.2866,0.04,0.0546,-0.184,4.47,103.75
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002P105,0,1.97,-0.65,1.85,1.98,15035,7660,-0.3386,0.0435,0.0587,-0.1962,5.1,105
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002P106.25,0,2.39,-0.86,2.31,2.42,7473,5241,-0.3947,0.0465,0.0618,-0.2043,5.6,106.25
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002P107.5,0,2.9,-0.95,2.89,2.93,17164,7242,-0.4541,0.0484,0.0635,-0.2083,14.05,107.5
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002P108.75,0.63,3.5,-0.94,3.4,3.55,8298,5524,-0.5155,0.0496,0.0638,-0.2057,15.82,108.75
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002P110,1.88,4.2,-0.9,4.05,4.25,7876,12775,-0.5777,0.0494,0.0627,-0.1987,8,110
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002P111.25,3.13,4.88,-1,4.75,5,1346,3790,-0.6392,0.048,0.0601,-0.1865,9.02,111.25
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002P112.5,4.38,5.72,-1.05,5.65,5.85,1739,4193,-0.6985,0.0454,0.0561,-0.1698,23.27,112.5
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002P113.75,5.63,6.6,-1.3,6.45,6.75,1548,3604,-0.7539,0.0416,0.0507,-0.15,11,113.75
4:00:00 PM,9/25/2020,$108.22 ,10/2/2020,AAPL201002P115,6.88,7.6,-1.3,7.4,7.7,3432,5911,-0.8033,0.0371,0.0447,-0.1291,12.48,115
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016P106.25,0,4.3,-0.7,4.25,4.4,1119,11932,-0.4185,0.0293,0.1038,-0.119,6.95,106.25
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016P107,0,4.7,-0.66,4.6,4.75,1619,3045,-0.4409,0.0297,0.1048,-0.1201,7.1,107
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016P107.5,0,4.9,-0.7,4.85,5,1013,10847,-0.4559,0.0298,0.1053,-0.1207,8.05,107.5
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016P108,0,5.2,-0.74,5.1,5.2,1328,2123,-0.4709,0.0301,0.1057,-0.1204,7.4,108
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016P108.75,0.63,5.5,-0.7,5.4,5.6,1457,6047,-0.4936,0.0303,0.106,-0.1202,8.65,108.75
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016P109,0.88,5.65,-0.85,5.6,5.75,1213,898,-0.501,0.0302,0.1058,-0.1205,8,109
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016P110,1.88,6.18,-0.83,6.15,6.25,5629,57740,-0.5317,0.0305,0.1057,-0.1186,96.51,110
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016P111,2.88,6.75,-0.9,6.6,6.85,801,836,-0.5613,0.0302,0.1048,-0.1176,9.67,111
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016P111.25,3.13,6.65,-1.2,6.75,7,556,10976,-0.5698,0.0304,0.1043,-0.116,9.97,111.25
4:00:00 PM,9/25/2020,$108.22 ,10/16/2020,AAPL201016P112,3.88,7,-0.65,7.3,7.45,555,539,-0.5923,0.0302,0.103,-0.1141,10.08,112
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023P105,0,4.6,-0.55,3.8,4.65,422,1524,-0.39,0.0249,0.117,-0.102,7.43,105
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023P106,0,5,-0.63,3.75,6.2,266,488,-0.4156,0.0255,0.119,-0.1031,6.95,106
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023P107,0,5.47,-0.62,5.4,6.6,706,507,-0.4416,0.0258,0.1203,-0.1042,8,107
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023P108,0,5.95,-0.64,5.55,6.05,354,562,-0.4677,0.0262,0.1213,-0.1044,8.35,108
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023P109,0.88,6.4,-0.35,6.35,6.5,220,349,-0.4941,0.0264,0.1216,-0.1041,8.97,109
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023P110,1.88,6.99,-0.64,6.2,7.05,286,3951,-0.5207,0.0266,0.1216,-0.1033,10.5,110
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023P111,2.88,7.55,-0.79,6.75,8.25,69,2072,-0.5472,0.0266,0.1209,-0.102,10.05,111
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023P112,3.88,8.08,-0.77,8,9.15,50,328,-0.5731,0.0264,0.1197,-0.1007,10.56,112
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023P113,4.88,8.83,-0.27,7.9,9.5,57,666,-0.5993,0.0262,0.118,-0.0985,11.35,113
4:00:00 PM,9/25/2020,$108.22 ,10/23/2020,AAPL201023P114,5.88,8.47,-1.26,8.5,10.15,20,367,-0.6252,0.0259,0.1158,-0.0959,11.79,114
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030P105,0,5.4,-0.6,5.3,5.85,369,1105,-0.3953,0.022,0.1309,-0.0939,8.05,105
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030P106,0,5.7,-0.8,5.75,6.8,142,527,-0.4179,0.0224,0.1327,-0.0949,7.9,106
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030P107,0,6.43,-0.57,6,6.65,2299,685,-0.4411,0.0226,0.1339,-0.0959,8.5,107
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030P108,0,6.8,-0.65,6.7,7.25,449,365,-0.4641,0.023,0.1351,-0.0957,9.8,108
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030P109,0.88,7.42,-0.58,7.2,7.4,249,565,-0.4871,0.0231,0.1355,-0.0958,9.25,109
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030P110,1.88,7.8,-0.75,7.7,8.55,2220,3197,-0.5106,0.0234,0.1356,-0.0949,10.33,110
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030P111,2.88,8.65,-0.01,8.25,9.15,37,430,-0.5331,0.0232,0.135,-0.0948,10.93,111
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030P112,3.88,8.9,-0.15,8.8,9.7,54,6432,-0.5556,0.0231,0.1344,-0.0941,11.6,112
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030P113,4.88,9.18,-0.44,8.75,9.7,21,463,-0.5788,0.0231,0.1329,-0.0924,11.85,113
4:00:00 PM,9/25/2020,$108.22 ,10/30/2020,AAPL201030P114,5.88,10.08,-0.14,9.35,10.35,41,334,-0.6018,0.0229,0.1312,-0.0904,11.5,114
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120P103.75,0,6.65,-0.7,6.85,6.95,502,4023,-0.3836,0.0167,0.1629,-0.0764,8.45,103.75
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120P105,0,7.45,-0.45,7.45,7.55,3058,15493,-0.4053,0.017,0.1656,-0.0774,9.08,105
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120P106.25,0,8.07,-0.53,7.8,8.1,445,1572,-0.4274,0.0173,0.1675,-0.078,9.97,106.25
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120P107.5,0,8.7,-0.5,8.6,8.75,766,8169,-0.4494,0.0175,0.169,-0.0785,11.05,107.5
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120P108.75,0.63,9.31,-0.59,9.1,9.4,644,2275,-0.4714,0.0176,0.1699,-0.0786,11.5,108.75
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120P110,1.88,10.05,-0.48,9.95,10.1,1114,24686,-0.4934,0.0177,0.1702,-0.0786,12.05,110
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120P111.25,3.13,10.6,-0.65,10.65,10.8,98,1637,-0.5153,0.0178,0.1702,-0.0782,12.97,111.25
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120P112.5,4.38,11.4,-0.6,11.15,11.5,199,6699,-0.5372,0.0178,0.1695,-0.0776,14.05,112.5
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120P113.75,5.63,12.3,-0.65,11.9,12.3,92,1833,-0.5588,0.0178,0.1684,-0.0767,14.25,113.75
4:00:00 PM,9/25/2020,$108.22 ,11/20/2020,AAPL201120P115,6.88,13,-0.64,12.65,13.05,106,9630,-0.5803,0.0177,0.1669,-0.0757,16,115
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218P97.5,0,5.23,-0.52,5.25,5.5,250,33102,-0.2922,0.0133,0.1792,-0.0523,6.75,97.5
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218P100,0,6.3,-0.47,6.2,6.45,1895,43258,-0.3287,0.0141,0.1887,-0.0546,8,100
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218P102.5,0,7.18,-0.57,7.2,7.45,92,13228,-0.3666,0.0147,0.1962,-0.0565,9,102.5
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218P105,0,8.45,-0.5,8.35,8.65,2620,33131,-0.4054,0.0153,0.2021,-0.0578,10.05,105
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218P107.5,0,9.72,-0.53,9.55,9.9,357,9835,-0.4448,0.0157,0.206,-0.0586,60.9,107.5
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218P110,1.865,11.05,-0.55,10.85,11.2,602,19180,-0.4841,0.0159,0.2079,-0.0589,13.35,110
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218P112.5,4.365,12.55,-0.53,12.35,12.65,29,19299,-0.5235,0.016,0.2076,-0.0583,14.65,112.5
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218P115,6.865,13.75,-0.83,13.8,14.2,345,14530,-0.5625,0.016,0.2054,-0.0572,16.3,115
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218P117.5,9.38,15.3,-1.05,15.5,15.75,117,10721,-0.6005,0.0158,0.2014,-0.0557,18.67,117.5
4:00:00 PM,9/25/2020,$108.22 ,12/18/2020,AAPL201218P120,11.88,16.95,-0.85,17.15,17.45,232,7454,-0.637,0.0154,0.1957,-0.0537,20.25,120
